CMDLINE /Users/inki/anaconda/bin/python julia1_memoryprofiler1.py
MEM 107.113281 1510661005.9389
MEM 107.113281 1510661006.0440
MEM 107.113281 1510661006.1491
MEM 107.113281 1510661006.2514
MEM 107.113281 1510661006.3548
MEM 107.113281 1510661006.4565
MEM 107.113281 1510661006.5616
MEM 107.113281 1510661006.6659
MEM 107.113281 1510661006.7710
MEM 107.113281 1510661006.8761
MEM 107.113281 1510661006.9812
MEM 107.113281 1510661007.0813
MEM 107.113281 1510661007.1815
MEM 107.113281 1510661007.2842
MEM 107.113281 1510661007.3847
MEM 107.113281 1510661007.4885
MEM 107.113281 1510661007.5887
MEM 107.113281 1510661007.6930
MEM 107.113281 1510661007.7981
MEM 107.117188 1510661007.9028
MEM 107.117188 1510661008.0079
MEM 107.117188 1510661008.1130
MEM 107.117188 1510661008.2147
MEM 107.117188 1510661008.3184
MEM 107.117188 1510661008.4235
MEM 107.117188 1510661008.5286
MEM 107.117188 1510661008.6337
MEM 107.117188 1510661008.7388
MEM 107.117188 1510661008.8440
MEM 107.117188 1510661008.9479
MEM 107.117188 1510661009.0512
MEM 107.117188 1510661009.1563
MEM 107.117188 1510661009.2565
MEM 107.117188 1510661009.3616
MEM 107.117188 1510661009.4619
MEM 107.117188 1510661009.5670
MEM 107.117188 1510661009.6697
MEM 107.125000 1510661009.7748
MEM 107.125000 1510661009.8799
MEM 107.125000 1510661009.9845
MEM 107.125000 1510661010.0874
MEM 107.125000 1510661010.1880
MEM 107.125000 1510661010.2912
MEM 107.132812 1510661010.3950
MEM 107.132812 1510661010.4976
MEM 107.132812 1510661010.6026
MEM 107.132812 1510661010.7077
MEM 107.132812 1510661010.8104
MEM 107.132812 1510661010.9142
MEM 107.136719 1510661011.0175
MEM 107.136719 1510661011.1212
MEM 107.136719 1510661011.2263
MEM 107.136719 1510661011.3314
MEM 107.136719 1510661011.4331
MEM 107.136719 1510661011.5374
MEM 107.136719 1510661011.6420
MEM 107.136719 1510661011.7471
MEM 107.136719 1510661011.8476
MEM 107.136719 1510661011.9527
MEM 107.136719 1510661012.0563
MEM 107.136719 1510661012.1567
MEM 107.136719 1510661012.2618
MEM 107.136719 1510661012.3666
MEM 107.136719 1510661012.4712
MEM 107.136719 1510661012.5763
MEM 107.136719 1510661012.6814
MEM 107.136719 1510661012.7845
MEM 107.136719 1510661012.8873
MEM 107.136719 1510661012.9924
MEM 107.136719 1510661013.0941
MEM 107.136719 1510661013.1992
MEM 107.136719 1510661013.2999
MEM 107.136719 1510661013.4045
MEM 107.136719 1510661013.5056
MEM 107.136719 1510661013.6107
MEM 107.136719 1510661013.7157
MEM 107.136719 1510661013.8208
MEM 107.140625 1510661013.9213
MEM 107.140625 1510661014.0264
MEM 107.140625 1510661014.1265
MEM 107.140625 1510661014.2316
MEM 107.140625 1510661014.3367
MEM 107.140625 1510661014.4373
MEM 107.140625 1510661014.5424
MEM 107.140625 1510661014.6475
MEM 107.148438 1510661014.7526
MEM 107.148438 1510661014.8565
MEM 107.148438 1510661014.9607
MEM 107.148438 1510661015.0657
MEM 107.156250 1510661015.1707
MEM 107.156250 1510661015.2747
MEM 107.156250 1510661015.3759
MEM 107.156250 1510661015.4777
MEM 107.156250 1510661015.5828
MEM 107.156250 1510661015.6873
MEM 107.156250 1510661015.7924
MEM 107.156250 1510661015.8975
MEM 107.156250 1510661015.9982
MEM 107.156250 1510661016.1033
MEM 107.156250 1510661016.2048
MEM 107.156250 1510661016.3090
MEM 107.156250 1510661016.4141
MEM 107.156250 1510661016.5148
MEM 107.156250 1510661016.6199
MEM 107.156250 1510661016.7228
MEM 107.156250 1510661016.8249
MEM 107.156250 1510661016.9280
MEM 107.160156 1510661017.0322
MEM 107.160156 1510661017.1372
MEM 107.160156 1510661017.2423
MEM 107.160156 1510661017.3474
MEM 107.160156 1510661017.4510
MEM 107.160156 1510661017.5561
MEM 107.160156 1510661017.6610
MEM 107.160156 1510661017.7622
MEM 107.160156 1510661017.8673
MEM 107.160156 1510661017.9674
MEM 107.160156 1510661018.0725
MEM 107.160156 1510661018.1776
MEM 107.160156 1510661018.2811
MEM 107.160156 1510661018.3839
MEM 107.160156 1510661018.4871
MEM 107.160156 1510661018.5885
MEM 107.160156 1510661018.6936
MEM 107.160156 1510661018.7988
MEM 107.160156 1510661018.9039
MEM 107.160156 1510661019.0077
MEM 107.160156 1510661019.1127
MEM 107.160156 1510661019.2138
MEM 107.160156 1510661019.3151
MEM 107.160156 1510661019.4202
MEM 107.160156 1510661019.5244
MEM 107.160156 1510661019.6295
MEM 107.160156 1510661019.7330
MEM 107.167969 1510661019.8371
MEM 107.175781 1510661019.9422
MEM 107.175781 1510661020.0472
MEM 107.175781 1510661020.1522
MEM 107.179688 1510661020.2555
MEM 107.179688 1510661020.3564
MEM 107.179688 1510661020.4615
MEM 107.179688 1510661020.5629
MEM 107.179688 1510661020.6680
MEM 107.179688 1510661020.7731
MEM 107.179688 1510661020.8775
MEM 107.179688 1510661020.9823
MEM 107.179688 1510661021.0874
MEM 107.179688 1510661021.1925
MEM 107.179688 1510661021.2976
MEM 107.179688 1510661021.4027
MEM 107.179688 1510661021.5078
MEM 107.179688 1510661021.6129
MEM 107.179688 1510661021.7138
MEM 107.179688 1510661021.8163
MEM 107.179688 1510661021.9209
MEM 107.179688 1510661022.0242
MEM 107.179688 1510661022.1293
MEM 107.179688 1510661022.2341
MEM 107.179688 1510661022.3375
MEM 107.179688 1510661022.4426
MEM 107.179688 1510661022.5475
MEM 107.179688 1510661022.6526
MEM 107.179688 1510661022.7577
MEM 107.179688 1510661022.8597
MEM 107.179688 1510661022.9648
MEM 107.183594 1510661023.0699
MEM 107.183594 1510661023.1750
MEM 107.183594 1510661023.2801
MEM 107.183594 1510661023.3812
MEM 107.183594 1510661023.4863
MEM 107.183594 1510661023.5868
MEM 107.183594 1510661023.6919
MEM 107.183594 1510661023.7940
MEM 107.183594 1510661023.8956
MEM 107.183594 1510661023.9970
MEM 107.183594 1510661024.1022
MEM 107.183594 1510661024.2070
MEM 107.183594 1510661024.3108
MEM 107.183594 1510661024.4128
MEM 107.183594 1510661024.5170
MEM 107.183594 1510661024.6174
MEM 107.191406 1510661024.7208
MEM 107.199219 1510661024.8259
MEM 107.199219 1510661024.9309
MEM 107.199219 1510661025.0360
MEM 107.199219 1510661025.1369
MEM 107.199219 1510661025.2404
MEM 107.199219 1510661025.3450
MEM 107.199219 1510661025.4469
MEM 107.199219 1510661025.5515
MEM 107.199219 1510661025.6566
MEM 107.199219 1510661025.7570
MEM 107.199219 1510661025.8621
MEM 107.199219 1510661025.9636
MEM 107.199219 1510661026.0669
MEM 107.199219 1510661026.1721
MEM 107.203125 1510661026.2743
MEM 107.203125 1510661026.3794
MEM 107.203125 1510661026.4845
MEM 107.203125 1510661026.5869
MEM 107.203125 1510661026.6878
MEM 107.203125 1510661026.7902
MEM 107.203125 1510661026.8905
MEM 107.203125 1510661026.9956
MEM 107.203125 1510661027.1005
MEM 107.203125 1510661027.2056
MEM 107.203125 1510661027.3105
MEM 107.203125 1510661027.4149
MEM 107.203125 1510661027.5200
MEM 107.203125 1510661027.6251
MEM 107.203125 1510661027.7302
MEM 107.203125 1510661027.8353
MEM 107.203125 1510661027.9368
MEM 107.203125 1510661028.0419
MEM 107.203125 1510661028.1471
MEM 107.203125 1510661028.2506
MEM 107.203125 1510661028.3557
MEM 107.203125 1510661028.4603
MEM 107.203125 1510661028.5652
MEM 107.203125 1510661028.6663
MEM 107.203125 1510661028.7714
MEM 107.203125 1510661028.8765
MEM 107.203125 1510661028.9799
MEM 107.203125 1510661029.0819
MEM 107.207031 1510661029.1868
MEM 107.207031 1510661029.2919
MEM 107.207031 1510661029.3969
MEM 107.207031 1510661029.4973
MEM 107.207031 1510661029.5986
MEM 107.207031 1510661029.7037
MEM 107.214844 1510661029.8039
MEM 107.222656 1510661029.9085
MEM 107.222656 1510661030.0136
MEM 107.222656 1510661030.1169
MEM 107.222656 1510661030.2220
MEM 107.222656 1510661030.3223
MEM 107.222656 1510661030.4235
MEM 107.222656 1510661030.5265
MEM 107.222656 1510661030.6290
MEM 107.222656 1510661030.7341
MEM 107.222656 1510661030.8379
MEM 107.222656 1510661030.9386
MEM 107.222656 1510661031.0437
MEM 107.222656 1510661031.1453
MEM 107.222656 1510661031.2504
MEM 107.222656 1510661031.3553
MEM 107.222656 1510661031.4557
MEM 107.222656 1510661031.5608
MEM 107.222656 1510661031.6656
MEM 107.222656 1510661031.7677
MEM 107.222656 1510661031.8685
MEM 107.222656 1510661031.9736
MEM 107.222656 1510661032.0787
MEM 107.222656 1510661032.1838
MEM 107.226562 1510661032.2867
MEM 107.226562 1510661032.3869
MEM 107.226562 1510661032.4920
MEM 107.226562 1510661032.5967
MEM 107.226562 1510661032.7018
MEM 107.226562 1510661032.8038
MEM 107.226562 1510661032.9067
MEM 107.226562 1510661033.0118
MEM 107.226562 1510661033.1151
MEM 107.226562 1510661033.2202
MEM 107.226562 1510661033.3231
MEM 107.226562 1510661033.4282
MEM 107.226562 1510661033.5334
MEM 107.226562 1510661033.6367
MEM 107.226562 1510661033.7418
MEM 107.226562 1510661033.8470
MEM 107.226562 1510661033.9477
MEM 107.226562 1510661034.0528
MEM 107.226562 1510661034.1534
MEM 107.226562 1510661034.2586
MEM 107.226562 1510661034.3612
MEM 107.226562 1510661034.4651
MEM 107.226562 1510661034.5676
MEM 107.226562 1510661034.6727
MEM 107.226562 1510661034.7778
MEM 107.226562 1510661034.8804
MEM 107.226562 1510661034.9838
MEM 107.234375 1510661035.0866
MEM 107.234375 1510661035.1868
MEM 107.242188 1510661035.2919
MEM 107.242188 1510661035.3970
MEM 107.246094 1510661035.5007
MEM 107.246094 1510661035.6058
MEM 107.246094 1510661035.7081
MEM 107.246094 1510661035.8114
MEM 107.246094 1510661035.9141
MEM 107.246094 1510661036.0192
MEM 107.246094 1510661036.1204
MEM 107.246094 1510661036.2255
MEM 107.246094 1510661036.3295
MEM 107.246094 1510661036.4316
MEM 107.246094 1510661036.5366
MEM 107.246094 1510661036.6417
MEM 107.246094 1510661036.7419
MEM 107.246094 1510661036.8428
MEM 107.246094 1510661036.9431
MEM 107.246094 1510661037.0458
MEM 107.246094 1510661037.1509
MEM 107.246094 1510661037.2555
MEM 107.246094 1510661037.3567
MEM 107.246094 1510661037.4609
MEM 107.246094 1510661037.5634
MEM 107.246094 1510661037.6667
MEM 107.246094 1510661037.7718
MEM 107.246094 1510661037.8769
MEM 107.246094 1510661037.9780
MEM 107.246094 1510661038.0787
MEM 107.246094 1510661038.1826
MEM 107.246094 1510661038.2866
MEM 107.250000 1510661038.3889
MEM 107.250000 1510661038.4935
MEM 107.250000 1510661038.5950
MEM 107.250000 1510661038.6964
MEM 107.250000 1510661038.7970
MEM 107.250000 1510661038.8986
MEM 107.250000 1510661039.0012
MEM 107.250000 1510661039.1017
MEM 107.250000 1510661039.2047
MEM 107.250000 1510661039.3093
MEM 107.250000 1510661039.4116
MEM 107.250000 1510661039.5131
MEM 107.250000 1510661039.6165
MEM 107.250000 1510661039.7181
MEM 107.250000 1510661039.8195
MEM 107.250000 1510661039.9225
MEM 107.250000 1510661040.0254
MEM 107.250000 1510661040.1256
MEM 107.250000 1510661040.2276
MEM 107.250000 1510661040.3328
MEM 107.250000 1510661040.4364
MEM 107.250000 1510661040.5385
MEM 107.250000 1510661040.6425
MEM 107.257812 1510661040.7426
MEM 107.257812 1510661040.8431
MEM 107.265625 1510661040.9483
MEM 107.265625 1510661041.0524
MEM 107.265625 1510661041.1574
MEM 107.265625 1510661041.2599
MEM 107.265625 1510661041.3650
MEM 107.265625 1510661041.4673
MEM 107.265625 1510661041.5711
MEM 107.265625 1510661041.6723
MEM 107.265625 1510661041.7774
MEM 107.269531 1510661041.8777
MEM 107.269531 1510661041.9812
MEM 107.269531 1510661042.0828
MEM 107.269531 1510661042.1864
MEM 107.269531 1510661042.2866
MEM 107.269531 1510661042.3886
MEM 107.269531 1510661042.4933
MEM 107.269531 1510661042.5984
MEM 107.269531 1510661042.7026
MEM 107.269531 1510661042.8062
MEM 107.269531 1510661042.9098
MEM 107.269531 1510661043.0148
MEM 107.269531 1510661043.1163
MEM 107.269531 1510661043.2200
MEM 107.269531 1510661043.3208
MEM 107.269531 1510661043.4259
MEM 107.269531 1510661043.5308
MEM 107.269531 1510661043.6328
MEM 107.269531 1510661043.7364
MEM 107.269531 1510661043.8374
MEM 107.269531 1510661043.9404
MEM 107.269531 1510661044.0435
MEM 107.269531 1510661044.1481
MEM 107.269531 1510661044.2532
MEM 107.269531 1510661044.3580
MEM 107.269531 1510661044.4593
MEM 107.269531 1510661044.5638
MEM 107.269531 1510661044.6663
MEM 107.273438 1510661044.7681
MEM 107.273438 1510661044.8732
MEM 107.273438 1510661044.9763
MEM 107.273438 1510661045.0801
MEM 107.273438 1510661045.1804
MEM 107.273438 1510661045.2835
MEM 107.273438 1510661045.3886
MEM 107.273438 1510661045.4925
MEM 107.273438 1510661045.5964
MEM 107.273438 1510661045.6985
MEM 107.273438 1510661045.8009
MEM 107.273438 1510661045.9060
MEM 107.273438 1510661046.0097
MEM 107.273438 1510661046.1146
MEM 107.281250 1510661046.2161
MEM 107.281250 1510661046.3163
MEM 107.289062 1510661046.4214
MEM 107.289062 1510661046.5265
MEM 107.289062 1510661046.6281
MEM 107.289062 1510661046.7332
MEM 107.289062 1510661046.8362
MEM 107.289062 1510661046.9407
MEM 107.289062 1510661047.0458
MEM 107.289062 1510661047.1464
MEM 107.289062 1510661047.2515
MEM 107.289062 1510661047.3559
MEM 107.289062 1510661047.4564
MEM 107.289062 1510661047.5613
MEM 107.289062 1510661047.6654
MEM 107.289062 1510661047.7706
MEM 107.289062 1510661047.8748
MEM 107.292969 1510661047.9799
MEM 107.292969 1510661048.0827
MEM 107.292969 1510661048.1862
MEM 107.292969 1510661048.2913
MEM 107.292969 1510661048.3945
MEM 107.292969 1510661048.4996
MEM 107.292969 1510661048.6047
MEM 107.292969 1510661048.7085
MEM 107.292969 1510661048.8124
MEM 107.292969 1510661048.9163
MEM 107.292969 1510661049.0213
MEM 107.292969 1510661049.1264
MEM 107.292969 1510661049.2315
MEM 107.292969 1510661049.3325
MEM 107.292969 1510661049.4361
MEM 107.292969 1510661049.5364
MEM 107.292969 1510661049.6415
MEM 107.292969 1510661049.7463
MEM 107.292969 1510661049.8464
MEM 107.292969 1510661049.9509
MEM 107.292969 1510661050.0533
MEM 107.292969 1510661050.1564
MEM 107.292969 1510661050.2615
MEM 107.292969 1510661050.3662
MEM 107.292969 1510661050.4679
MEM 107.292969 1510661050.5730
MEM 107.292969 1510661050.6751
MEM 107.292969 1510661050.7773
MEM 107.296875 1510661050.8779
MEM 107.296875 1510661050.9820
MEM 107.296875 1510661051.0861
MEM 107.296875 1510661051.1885
MEM 107.296875 1510661051.2890
MEM 107.296875 1510661051.3914
MEM 107.304688 1510661051.4929
MEM 107.304688 1510661051.5955
MEM 107.312500 1510661051.6994
MEM 107.312500 1510661051.8009
MEM 107.312500 1510661051.9035
MEM 107.312500 1510661052.0038
MEM 107.312500 1510661052.1079
MEM 107.312500 1510661052.2120
MEM 107.312500 1510661052.3157
MEM 107.312500 1510661052.4207
MEM 107.312500 1510661052.5250
MEM 107.312500 1510661052.6278
MEM 107.312500 1510661052.7286
MEM 107.312500 1510661052.8337
MEM 107.312500 1510661052.9388
MEM 107.312500 1510661053.0436
MEM 107.312500 1510661053.1439
MEM 107.312500 1510661053.2470
MEM 107.312500 1510661053.3487
MEM 107.312500 1510661053.4538
MEM 107.312500 1510661053.5539
MEM 107.312500 1510661053.6560
MEM 107.312500 1510661053.7564
MEM 107.312500 1510661053.8615
MEM 107.312500 1510661053.9664
MEM 107.316406 1510661054.0678
MEM 107.316406 1510661054.1729
MEM 107.316406 1510661054.2764
MEM 107.316406 1510661054.3792
MEM 107.316406 1510661054.4843
MEM 107.316406 1510661054.5860
MEM 107.316406 1510661054.6861
MEM 107.316406 1510661054.7879
MEM 107.316406 1510661054.8883
MEM 107.316406 1510661054.9934
MEM 107.316406 1510661055.0984
MEM 107.316406 1510661055.2035
MEM 107.316406 1510661055.3075
MEM 107.316406 1510661055.4126
MEM 107.316406 1510661055.5156
MEM 107.316406 1510661055.6177
MEM 107.316406 1510661055.7179
MEM 107.316406 1510661055.8230
MEM 107.316406 1510661055.9281
MEM 107.316406 1510661056.0299
MEM 107.316406 1510661056.1350
MEM 107.316406 1510661056.2358
MEM 107.316406 1510661056.3404
MEM 107.324219 1510661056.4445
MEM 107.324219 1510661056.5449
MEM 107.324219 1510661056.6463
MEM 107.324219 1510661056.7471
MEM 107.324219 1510661056.8476
MEM 107.324219 1510661056.9479
MEM 107.332031 1510661057.0483
MEM 107.332031 1510661057.1491
MEM 107.335938 1510661057.2521
MEM 107.335938 1510661057.3560
MEM 107.335938 1510661057.4610
MEM 107.335938 1510661057.5652
MEM 107.335938 1510661057.6669
MEM 107.335938 1510661057.7720
MEM 107.335938 1510661057.8772
MEM 107.335938 1510661057.9790
MEM 107.335938 1510661058.0841
MEM 107.335938 1510661058.1858
MEM 107.335938 1510661058.2881
MEM 107.335938 1510661058.3884
MEM 107.335938 1510661058.4890
MEM 107.335938 1510661058.5901
MEM 107.335938 1510661058.6939
MEM 107.335938 1510661058.7945
MEM 107.335938 1510661058.8952
MEM 107.335938 1510661058.9958
MEM 107.335938 1510661059.0984
MEM 107.335938 1510661059.1994
MEM 107.335938 1510661059.3010
MEM 107.335938 1510661059.4011
MEM 107.335938 1510661059.5059
MEM 107.335938 1510661059.6061
MEM 107.335938 1510661059.7100
MEM 107.335938 1510661059.8126
MEM 107.335938 1510661059.9159
MEM 107.335938 1510661060.0199
MEM 107.335938 1510661060.1239
MEM 107.335938 1510661060.2278
MEM 107.339844 1510661060.3329
MEM 107.339844 1510661060.4358
MEM 107.339844 1510661060.5380
MEM 107.339844 1510661060.6389
MEM 107.339844 1510661060.7400
MEM 107.339844 1510661060.8412
MEM 107.339844 1510661060.9439
MEM 107.339844 1510661061.0459
MEM 107.339844 1510661061.1492
MEM 107.339844 1510661061.2495
MEM 107.339844 1510661061.3497
MEM 107.339844 1510661061.4500
MEM 107.339844 1510661061.5549
MEM 107.339844 1510661061.6565
MEM 107.339844 1510661061.7609
MEM 107.339844 1510661061.8650
MEM 107.339844 1510661061.9651
MEM 107.347656 1510661062.0683
MEM 107.347656 1510661062.1734
MEM 107.347656 1510661062.2751
MEM 107.347656 1510661062.3801
MEM 107.347656 1510661062.4852
MEM 107.347656 1510661062.5857
MEM 107.347656 1510661062.6909
MEM 107.347656 1510661062.7952
MEM 107.347656 1510661062.8991
MEM 107.355469 1510661063.0042
MEM 107.355469 1510661063.1080
MEM 107.355469 1510661063.2108
MEM 107.355469 1510661063.3150
MEM 107.355469 1510661063.4201
MEM 107.359375 1510661063.5238
MEM 107.359375 1510661063.6264
MEM 107.359375 1510661063.7287
MEM 107.359375 1510661063.8339
MEM 107.359375 1510661063.9357
MEM 107.359375 1510661064.0408
MEM 107.359375 1510661064.1459
MEM 107.359375 1510661064.2488
MEM 107.359375 1510661064.3530
MEM 107.359375 1510661064.4552
MEM 107.359375 1510661064.5603
MEM 107.359375 1510661064.6649
MEM 107.359375 1510661064.7700
MEM 107.359375 1510661064.8733
MEM 107.359375 1510661064.9754
MEM 107.359375 1510661065.0804
MEM 107.359375 1510661065.1855
MEM 107.359375 1510661065.2907
MEM 107.359375 1510661065.3958
MEM 107.359375 1510661065.4971
MEM 107.359375 1510661065.6022
MEM 107.359375 1510661065.7073
MEM 107.359375 1510661065.8082
MEM 107.359375 1510661065.9108
MEM 107.359375 1510661066.0138
MEM 107.359375 1510661066.1166
MEM 107.359375 1510661066.2173
MEM 107.359375 1510661066.3184
MEM 107.359375 1510661066.4217
MEM 107.363281 1510661066.5267
MEM 107.363281 1510661066.6269
MEM 107.363281 1510661066.7293
MEM 107.363281 1510661066.8318
MEM 107.363281 1510661066.9356
MEM 107.363281 1510661067.0407
MEM 107.363281 1510661067.1447
MEM 107.363281 1510661067.2497
MEM 107.363281 1510661067.3537
MEM 107.363281 1510661067.4567
MEM 107.363281 1510661067.5590
MEM 107.371094 1510661067.6639
MEM 107.371094 1510661067.7657
MEM 107.371094 1510661067.8699
MEM 107.371094 1510661067.9701
MEM 107.371094 1510661068.0752
MEM 107.371094 1510661068.1803
MEM 107.371094 1510661068.2842
MEM 107.371094 1510661068.3881
MEM 107.371094 1510661068.4933
MEM 107.371094 1510661068.5980
MEM 107.371094 1510661068.7000
MEM 107.371094 1510661068.8051
MEM 107.378906 1510661068.9073
MEM 107.378906 1510661069.0089
MEM 107.378906 1510661069.1131
MEM 107.378906 1510661069.2147
MEM 107.378906 1510661069.3164
MEM 107.378906 1510661069.4216
MEM 107.378906 1510661069.5237
MEM 107.378906 1510661069.6268
MEM 107.382812 1510661069.7301
MEM 107.382812 1510661069.8352
MEM 107.382812 1510661069.9362
MEM 107.382812 1510661070.0413
MEM 107.382812 1510661070.1464
MEM 107.382812 1510661070.2478
MEM 107.382812 1510661070.3529
MEM 107.382812 1510661070.4535
MEM 107.382812 1510661070.5552
MEM 107.382812 1510661070.6604
MEM 107.382812 1510661070.7638
MEM 107.382812 1510661070.8673
MEM 107.382812 1510661070.9724
MEM 107.382812 1510661071.0773
MEM 107.382812 1510661071.1825
MEM 107.382812 1510661071.2876
MEM 107.382812 1510661071.3885
MEM 107.382812 1510661071.4937
MEM 107.382812 1510661071.5975
MEM 107.382812 1510661071.6999
MEM 107.382812 1510661071.8047
MEM 107.382812 1510661071.9077
MEM 107.382812 1510661072.0122
MEM 107.382812 1510661072.1155
MEM 107.382812 1510661072.2207
MEM 107.382812 1510661072.3257
MEM 107.382812 1510661072.4293
MEM 107.382812 1510661072.5324
MEM 107.386719 1510661072.6354
MEM 107.386719 1510661072.7368
MEM 107.386719 1510661072.8419
MEM 107.386719 1510661072.9455
MEM 107.386719 1510661073.0507
MEM 107.394531 1510661073.1519
MEM 107.394531 1510661073.2548
MEM 107.394531 1510661073.3558
MEM 107.394531 1510661073.4598
MEM 107.394531 1510661073.5636
MEM 107.394531 1510661073.6680
MEM 107.394531 1510661073.7681
MEM 107.394531 1510661073.8732
MEM 107.394531 1510661073.9783
MEM 107.394531 1510661074.0793
MEM 107.394531 1510661074.1844
MEM 107.394531 1510661074.2872
MEM 107.394531 1510661074.3888
MEM 107.394531 1510661074.4939
MEM 107.394531 1510661074.5990
MEM 107.394531 1510661074.7041
MEM 107.394531 1510661074.8087
MEM 107.402344 1510661074.9121
MEM 107.402344 1510661075.0155
MEM 107.402344 1510661075.1206
MEM 107.402344 1510661075.2257
MEM 107.402344 1510661075.3308
MEM 107.402344 1510661075.4359
MEM 107.402344 1510661075.5410
MEM 107.402344 1510661075.6452
MEM 107.406250 1510661075.7471
MEM 107.406250 1510661075.8487
MEM 107.406250 1510661075.9522
MEM 107.406250 1510661076.0573
MEM 107.406250 1510661076.1575
MEM 107.406250 1510661076.2626
MEM 107.406250 1510661076.3660
MEM 107.406250 1510661076.4688
MEM 107.406250 1510661076.5722
MEM 107.406250 1510661076.6773
MEM 107.406250 1510661076.7808
MEM 107.406250 1510661076.8852
MEM 107.406250 1510661076.9854
MEM 107.406250 1510661077.0864
MEM 107.406250 1510661077.1876
MEM 107.406250 1510661077.2886
MEM 107.406250 1510661077.3912
MEM 107.406250 1510661077.4963
MEM 107.406250 1510661077.5982
MEM 107.406250 1510661077.7033
MEM 107.406250 1510661077.8084
MEM 107.406250 1510661077.9086
MEM 107.406250 1510661078.0137
MEM 107.406250 1510661078.1188
MEM 107.406250 1510661078.2239
MEM 107.406250 1510661078.3291
MEM 107.406250 1510661078.4341
MEM 107.406250 1510661078.5371
MEM 107.414062 1510661078.6374
MEM 107.414062 1510661078.7425
MEM 107.414062 1510661078.8471
MEM 107.414062 1510661078.9514
MEM 107.417969 1510661079.0532
MEM 107.417969 1510661079.1583
MEM 107.417969 1510661079.2603
MEM 107.417969 1510661079.3644
MEM 107.417969 1510661079.4695
MEM 107.417969 1510661079.5702
MEM 107.417969 1510661079.6754
MEM 107.417969 1510661079.7805
MEM 107.417969 1510661079.8851
MEM 107.417969 1510661079.9853
MEM 107.417969 1510661080.0867
MEM 107.417969 1510661080.1918
MEM 107.417969 1510661080.2924
MEM 107.417969 1510661080.3975
MEM 107.417969 1510661080.5026
MEM 107.417969 1510661080.6030
MEM 107.425781 1510661080.7073
MEM 107.425781 1510661080.8119
MEM 107.425781 1510661080.9152
MEM 107.425781 1510661081.0161
MEM 107.425781 1510661081.1199
MEM 107.425781 1510661081.2250
MEM 107.425781 1510661081.3252
MEM 107.425781 1510661081.4303
MEM 107.425781 1510661081.5351
MEM 107.425781 1510661081.6402
MEM 107.425781 1510661081.7403
MEM 107.429688 1510661081.8454
MEM 107.429688 1510661081.9505
MEM 107.429688 1510661082.0571
MEM 107.429688 1510661082.1622
MEM 107.429688 1510661082.2669
MEM 107.429688 1510661082.3720
MEM 107.429688 1510661082.4771
MEM 107.429688 1510661082.5818
MEM 107.429688 1510661082.6850
MEM 107.429688 1510661082.7901
MEM 107.429688 1510661082.8952
MEM 107.429688 1510661082.9987
MEM 107.429688 1510661083.1009
MEM 107.429688 1510661083.2061
MEM 107.429688 1510661083.3101
MEM 107.429688 1510661083.4135
MEM 107.429688 1510661083.5160
MEM 107.429688 1510661083.6211
MEM 107.429688 1510661083.7253
MEM 107.429688 1510661083.8274
MEM 107.429688 1510661083.9310
MEM 107.437500 1510661084.0350
MEM 107.437500 1510661084.1388
MEM 107.437500 1510661084.2410
MEM 107.437500 1510661084.3411
MEM 107.437500 1510661084.4444
MEM 107.437500 1510661084.5461
MEM 107.437500 1510661084.6496
MEM 107.437500 1510661084.7547
MEM 107.437500 1510661084.8580
MEM 107.437500 1510661084.9582
MEM 107.441406 1510661085.0604
MEM 107.441406 1510661085.1616
MEM 107.441406 1510661085.2659
MEM 107.441406 1510661085.3684
MEM 107.441406 1510661085.4693
MEM 107.441406 1510661085.5712
MEM 107.441406 1510661085.6763
MEM 107.441406 1510661085.7814
MEM 107.441406 1510661085.8865
MEM 107.441406 1510661085.9869
MEM 107.441406 1510661086.0918
MEM 107.441406 1510661086.1957
MEM 107.441406 1510661086.3008
MEM 107.441406 1510661086.4059
MEM 107.441406 1510661086.5094
MEM 107.441406 1510661086.6134
MEM 107.441406 1510661086.7158
MEM 107.441406 1510661086.8160
MEM 107.449219 1510661086.9211
MEM 107.449219 1510661087.0245
MEM 107.449219 1510661087.1296
MEM 107.449219 1510661087.2347
MEM 107.449219 1510661087.3349
MEM 107.449219 1510661087.4399
MEM 107.449219 1510661087.5434
MEM 107.449219 1510661087.6435
MEM 107.449219 1510661087.7486
MEM 107.449219 1510661087.8536
MEM 107.453125 1510661087.9587
MEM 107.453125 1510661088.0603
MEM 107.453125 1510661088.1654
MEM 107.453125 1510661088.2705
MEM 107.453125 1510661088.3757
MEM 107.453125 1510661088.4760
MEM 107.453125 1510661088.5763
MEM 107.453125 1510661088.6772
MEM 107.453125 1510661088.7776
MEM 107.453125 1510661088.8778
MEM 107.453125 1510661088.9830
MEM 107.453125 1510661089.0849
MEM 107.453125 1510661089.1885
MEM 107.453125 1510661089.2898
MEM 107.453125 1510661089.3942
MEM 107.453125 1510661089.4978
MEM 107.453125 1510661089.6012
MEM 107.453125 1510661089.7063
MEM 107.453125 1510661089.8114
MEM 107.460938 1510661089.9150
MEM 107.460938 1510661090.0177
MEM 107.460938 1510661090.1229
MEM 107.460938 1510661090.2243
MEM 107.460938 1510661090.3295
MEM 107.460938 1510661090.4313
MEM 107.460938 1510661090.5348
MEM 107.460938 1510661090.6363
MEM 107.460938 1510661090.7413
