CMDLINE /Users/inki/anaconda/bin/python julia1_memoryprofiler1.py
MEM 105.781250 1510660790.6447
MEM 105.781250 1510660790.7449
MEM 105.781250 1510660790.8500
MEM 105.781250 1510660790.9518
MEM 105.789062 1510660791.0569
MEM 105.789062 1510660791.1620
MEM 105.796875 1510660791.2665
MEM 105.796875 1510660791.3685
MEM 105.796875 1510660791.4723
MEM 105.796875 1510660791.5731
MEM 105.796875 1510660791.6747
MEM 105.800781 1510660791.7799
MEM 105.800781 1510660791.8850
MEM 105.800781 1510660791.9902
MEM 105.800781 1510660792.0947
MEM 105.800781 1510660792.1948
MEM 105.800781 1510660792.2999
MEM 105.808594 1510660792.4050
MEM 105.816406 1510660792.5101
MEM 105.816406 1510660792.6152
MEM 105.816406 1510660792.7187
MEM 105.816406 1510660792.8231
MEM 105.816406 1510660792.9282
MEM 105.816406 1510660793.0333
MEM 105.816406 1510660793.1376
MEM 105.816406 1510660793.2403
MEM 105.816406 1510660793.3446
MEM 105.816406 1510660793.4488
MEM 105.816406 1510660793.5540
MEM 105.816406 1510660793.6584
MEM 105.824219 1510660793.7598
MEM 105.824219 1510660793.8636
MEM 105.832031 1510660793.9687
MEM 105.832031 1510660794.0698
MEM 105.832031 1510660794.1739
MEM 105.832031 1510660794.2776
MEM 105.832031 1510660794.3777
MEM 105.832031 1510660794.4779
MEM 105.832031 1510660794.5830
MEM 105.832031 1510660794.6839
MEM 105.832031 1510660794.7890
MEM 105.832031 1510660794.8942
MEM 105.832031 1510660794.9946
MEM 105.832031 1510660795.0984
MEM 105.839844 1510660795.2035
MEM 105.839844 1510660795.3084
MEM 105.847656 1510660795.4135
MEM 105.847656 1510660795.5186
MEM 105.847656 1510660795.6237
MEM 105.847656 1510660795.7246
MEM 105.851562 1510660795.8297
MEM 105.851562 1510660795.9348
MEM 105.851562 1510660796.0376
MEM 105.851562 1510660796.1377
MEM 105.851562 1510660796.2428
MEM 105.851562 1510660796.3473
MEM 105.851562 1510660796.4482
MEM 105.851562 1510660796.5533
MEM 105.851562 1510660796.6546
MEM 105.851562 1510660796.7598
MEM 105.859375 1510660796.8631
MEM 105.859375 1510660796.9680
MEM 105.867188 1510660797.0729
MEM 105.867188 1510660797.1760
MEM 105.867188 1510660797.2798
MEM 105.867188 1510660797.3807
MEM 105.867188 1510660797.4846
MEM 105.867188 1510660797.5853
MEM 105.867188 1510660797.6857
MEM 105.867188 1510660797.7901
MEM 105.867188 1510660797.8944
MEM 105.867188 1510660797.9984
MEM 105.867188 1510660798.0997
MEM 105.867188 1510660798.2048
MEM 105.867188 1510660798.3099
MEM 105.867188 1510660798.4145
MEM 105.867188 1510660798.5163
MEM 105.867188 1510660798.6214
MEM 105.875000 1510660798.7234
MEM 105.882812 1510660798.8273
MEM 105.882812 1510660798.9275
MEM 105.882812 1510660799.0326
MEM 105.882812 1510660799.1329
MEM 105.882812 1510660799.2381
MEM 105.886719 1510660799.3404
MEM 105.886719 1510660799.4444
MEM 105.886719 1510660799.5495
MEM 105.886719 1510660799.6545
MEM 105.886719 1510660799.7587
MEM 105.886719 1510660799.8611
MEM 105.886719 1510660799.9645
MEM 105.886719 1510660800.0684
MEM 105.886719 1510660800.1711
MEM 105.886719 1510660800.2757
MEM 105.886719 1510660800.3808
MEM 105.886719 1510660800.4832
MEM 105.894531 1510660800.5845
MEM 105.902344 1510660800.6855
MEM 105.902344 1510660800.7866
MEM 105.902344 1510660800.8877
MEM 105.902344 1510660800.9903
MEM 105.902344 1510660801.0944
MEM 105.902344 1510660801.1955
MEM 105.902344 1510660801.3006
MEM 105.902344 1510660801.4007
MEM 105.902344 1510660801.5058
MEM 105.902344 1510660801.6109
MEM 105.902344 1510660801.7128
MEM 105.902344 1510660801.8179
MEM 105.902344 1510660801.9215
MEM 105.902344 1510660802.0266
MEM 105.902344 1510660802.1299
MEM 105.902344 1510660802.2350
MEM 105.902344 1510660802.3401
MEM 105.910156 1510660802.4443
MEM 105.917969 1510660802.5444
MEM 105.917969 1510660802.6490
MEM 105.917969 1510660802.7502
MEM 105.917969 1510660802.8553
MEM 105.921875 1510660802.9602
MEM 105.921875 1510660803.0627
MEM 105.921875 1510660803.1648
MEM 105.921875 1510660803.2698
MEM 105.921875 1510660803.3710
MEM 105.921875 1510660803.4761
MEM 105.921875 1510660803.5812
MEM 105.921875 1510660803.6863
MEM 105.921875 1510660803.7914
MEM 105.921875 1510660803.8943
MEM 105.921875 1510660803.9954
MEM 105.921875 1510660804.1004
MEM 105.921875 1510660804.2055
MEM 105.929688 1510660804.3106
MEM 105.937500 1510660804.4110
MEM 105.937500 1510660804.5127
MEM 105.937500 1510660804.6178
MEM 105.937500 1510660804.7229
MEM 105.937500 1510660804.8280
MEM 105.937500 1510660804.9299
MEM 105.937500 1510660805.0350
MEM 105.937500 1510660805.1374
MEM 105.937500 1510660805.2425
MEM 105.937500 1510660805.3443
MEM 105.937500 1510660805.4491
MEM 105.937500 1510660805.5542
MEM 105.937500 1510660805.6580
MEM 105.937500 1510660805.7631
MEM 105.937500 1510660805.8680
MEM 105.937500 1510660805.9709
MEM 105.941406 1510660806.0760
MEM 105.941406 1510660806.1811
MEM 105.949219 1510660806.2858
MEM 105.949219 1510660806.3883
MEM 105.957031 1510660806.4906
MEM 105.957031 1510660806.5942
MEM 105.957031 1510660806.6955
MEM 105.957031 1510660806.7975
MEM 105.957031 1510660806.8980
MEM 105.957031 1510660807.0018
MEM 105.957031 1510660807.1046
MEM 105.957031 1510660807.2048
MEM 105.957031 1510660807.3083
MEM 105.957031 1510660807.4098
MEM 105.957031 1510660807.5142
MEM 105.957031 1510660807.6176
MEM 105.957031 1510660807.7225
MEM 105.957031 1510660807.8244
MEM 105.957031 1510660807.9295
MEM 105.957031 1510660808.0346
MEM 105.957031 1510660808.1397
MEM 105.964844 1510660808.2442
MEM 105.964844 1510660808.3453
MEM 105.972656 1510660808.4505
MEM 105.972656 1510660808.5556
MEM 105.972656 1510660808.6580
MEM 105.972656 1510660808.7592
MEM 105.972656 1510660808.8613
MEM 105.972656 1510660808.9617
MEM 105.972656 1510660809.0659
MEM 105.972656 1510660809.1676
MEM 105.972656 1510660809.2717
MEM 105.972656 1510660809.3768
MEM 105.972656 1510660809.4819
MEM 105.972656 1510660809.5870
MEM 105.976562 1510660809.6921
MEM 105.976562 1510660809.7942
MEM 105.976562 1510660809.8993
MEM 105.976562 1510660810.0012
MEM 105.976562 1510660810.1063
MEM 105.976562 1510660810.2114
MEM 105.984375 1510660810.3158
MEM 105.992188 1510660810.4197
MEM 105.992188 1510660810.5245
MEM 105.992188 1510660810.6296
MEM 105.992188 1510660810.7297
MEM 105.992188 1510660810.8348
MEM 105.992188 1510660810.9351
MEM 105.992188 1510660811.0391
MEM 105.992188 1510660811.1440
MEM 105.992188 1510660811.2491
MEM 105.992188 1510660811.3517
MEM 105.992188 1510660811.4568
MEM 105.992188 1510660811.5574
MEM 105.992188 1510660811.6575
MEM 105.992188 1510660811.7626
MEM 105.992188 1510660811.8641
MEM 105.992188 1510660811.9692
MEM 105.992188 1510660812.0708
MEM 105.992188 1510660812.1709
MEM 105.992188 1510660812.2730
MEM 106.000000 1510660812.3737
MEM 106.000000 1510660812.4789
MEM 106.007812 1510660812.5840
MEM 106.007812 1510660812.6878
MEM 106.007812 1510660812.7912
MEM 106.007812 1510660812.8940
MEM 106.007812 1510660812.9991
MEM 106.007812 1510660813.1042
MEM 106.007812 1510660813.2044
MEM 106.007812 1510660813.3095
MEM 106.011719 1510660813.4146
MEM 106.011719 1510660813.5157
MEM 106.011719 1510660813.6208
MEM 106.011719 1510660813.7216
MEM 106.011719 1510660813.8267
MEM 106.011719 1510660813.9318
MEM 106.011719 1510660814.0369
MEM 106.011719 1510660814.1417
MEM 106.011719 1510660814.2439
MEM 106.011719 1510660814.3490
MEM 106.019531 1510660814.4542
MEM 106.019531 1510660814.5593
MEM 106.027344 1510660814.6629
MEM 106.027344 1510660814.7680
MEM 106.027344 1510660814.8695
MEM 106.027344 1510660814.9724
MEM 106.027344 1510660815.0763
MEM 106.027344 1510660815.1814
MEM 106.027344 1510660815.2828
MEM 106.027344 1510660815.3879
MEM 106.027344 1510660815.4930
MEM 106.027344 1510660815.5939
MEM 106.027344 1510660815.6990
MEM 106.027344 1510660815.8041
MEM 106.027344 1510660815.9065
MEM 106.027344 1510660816.0076
MEM 106.027344 1510660816.1127
MEM 106.027344 1510660816.2139
MEM 106.027344 1510660816.3177
MEM 106.027344 1510660816.4217
MEM 106.035156 1510660816.5244
MEM 106.035156 1510660816.6254
MEM 106.035156 1510660816.7260
MEM 106.035156 1510660816.8278
MEM 106.035156 1510660816.9294
MEM 106.039062 1510660817.0339
MEM 106.046875 1510660817.1349
MEM 106.046875 1510660817.2376
MEM 106.046875 1510660817.3397
MEM 106.046875 1510660817.4438
MEM 106.046875 1510660817.5444
MEM 106.046875 1510660817.6471
MEM 106.046875 1510660817.7491
MEM 106.046875 1510660817.8515
MEM 106.046875 1510660817.9537
MEM 106.046875 1510660818.0560
MEM 106.046875 1510660818.1584
MEM 106.046875 1510660818.2629
MEM 106.046875 1510660818.3672
MEM 106.046875 1510660818.4722
MEM 106.054688 1510660818.5773
MEM 106.054688 1510660818.6777
MEM 106.054688 1510660818.7828
MEM 106.054688 1510660818.8880
MEM 106.054688 1510660818.9909
MEM 106.054688 1510660819.0960
MEM 106.054688 1510660819.2012
MEM 106.054688 1510660819.3051
MEM 106.054688 1510660819.4102
MEM 106.062500 1510660819.5127
MEM 106.062500 1510660819.6178
MEM 106.062500 1510660819.7190
MEM 106.062500 1510660819.8222
MEM 106.062500 1510660819.9223
MEM 106.062500 1510660820.0274
MEM 106.062500 1510660820.1276
MEM 106.062500 1510660820.2327
MEM 106.066406 1510660820.3378
MEM 106.066406 1510660820.4429
MEM 106.066406 1510660820.5478
MEM 106.066406 1510660820.6509
MEM 106.066406 1510660820.7560
MEM 106.066406 1510660820.8576
MEM 106.074219 1510660820.9613
MEM 106.074219 1510660821.0655
MEM 106.074219 1510660821.1705
MEM 106.074219 1510660821.2756
MEM 106.074219 1510660821.3807
MEM 106.074219 1510660821.4859
MEM 106.074219 1510660821.5910
MEM 106.074219 1510660821.6937
MEM 106.074219 1510660821.7939
MEM 106.074219 1510660821.8990
MEM 106.074219 1510660822.0041
MEM 106.074219 1510660822.1075
MEM 106.074219 1510660822.2126
MEM 106.074219 1510660822.3155
MEM 106.074219 1510660822.4206
MEM 106.074219 1510660822.5213
MEM 106.082031 1510660822.6264
MEM 106.082031 1510660822.7292
MEM 106.082031 1510660822.8343
MEM 106.082031 1510660822.9394
MEM 106.082031 1510660823.0436
MEM 106.082031 1510660823.1488
MEM 106.082031 1510660823.2539
MEM 106.082031 1510660823.3590
MEM 106.082031 1510660823.4625
MEM 106.089844 1510660823.5654
MEM 106.089844 1510660823.6705
MEM 106.093750 1510660823.7724
MEM 106.093750 1510660823.8775
MEM 106.093750 1510660823.9826
MEM 106.093750 1510660824.0877
MEM 106.093750 1510660824.1928
MEM 106.093750 1510660824.2936
MEM 106.093750 1510660824.3985
MEM 106.093750 1510660824.5036
MEM 106.093750 1510660824.6038
MEM 106.093750 1510660824.7064
MEM 106.093750 1510660824.8092
MEM 106.093750 1510660824.9133
MEM 106.093750 1510660825.0160
MEM 106.093750 1510660825.1187
MEM 106.093750 1510660825.2228
MEM 106.093750 1510660825.3229
MEM 106.093750 1510660825.4254
MEM 106.101562 1510660825.5273
MEM 106.101562 1510660825.6324
MEM 106.101562 1510660825.7375
MEM 106.101562 1510660825.8426
MEM 106.101562 1510660825.9441
MEM 106.101562 1510660826.0492
MEM 106.109375 1510660826.1543
MEM 106.109375 1510660826.2573
MEM 106.109375 1510660826.3624
MEM 106.109375 1510660826.4670
MEM 106.109375 1510660826.5719
MEM 106.109375 1510660826.6770
MEM 106.109375 1510660826.7821
MEM 106.109375 1510660826.8838
MEM 106.113281 1510660826.9889
MEM 106.113281 1510660827.0940
MEM 106.113281 1510660827.1950
MEM 106.113281 1510660827.3001
MEM 106.113281 1510660827.4051
MEM 106.113281 1510660827.5096
MEM 106.113281 1510660827.6111
MEM 106.113281 1510660827.7162
MEM 106.113281 1510660827.8191
MEM 106.121094 1510660827.9219
MEM 106.121094 1510660828.0241
MEM 106.121094 1510660828.1254
MEM 106.121094 1510660828.2265
MEM 106.121094 1510660828.3273
MEM 106.121094 1510660828.4325
MEM 106.121094 1510660828.5332
MEM 106.128906 1510660828.6355
MEM 106.128906 1510660828.7406
MEM 106.128906 1510660828.8457
MEM 106.128906 1510660828.9508
MEM 106.128906 1510660829.0535
MEM 106.128906 1510660829.1555
MEM 106.128906 1510660829.2607
MEM 106.128906 1510660829.3652
MEM 106.128906 1510660829.4704
MEM 106.128906 1510660829.5710
MEM 106.128906 1510660829.6761
MEM 106.128906 1510660829.7812
MEM 106.128906 1510660829.8863
MEM 106.128906 1510660829.9905
MEM 106.128906 1510660830.0934
MEM 106.132812 1510660830.1985
MEM 106.132812 1510660830.3036
MEM 106.140625 1510660830.4087
MEM 106.140625 1510660830.5135
MEM 106.140625 1510660830.6186
MEM 106.140625 1510660830.7201
MEM 106.140625 1510660830.8252
MEM 106.140625 1510660830.9303
MEM 106.140625 1510660831.0352
MEM 106.140625 1510660831.1357
MEM 106.140625 1510660831.2408
MEM 106.148438 1510660831.3434
MEM 106.148438 1510660831.4485
MEM 106.148438 1510660831.5490
MEM 106.148438 1510660831.6495
MEM 106.148438 1510660831.7546
MEM 106.148438 1510660831.8597
MEM 106.148438 1510660831.9635
MEM 106.148438 1510660832.0672
MEM 106.148438 1510660832.1723
MEM 106.148438 1510660832.2774
MEM 106.148438 1510660832.3804
MEM 106.148438 1510660832.4855
MEM 106.148438 1510660832.5897
MEM 106.148438 1510660832.6949
MEM 106.148438 1510660832.8000
MEM 106.148438 1510660832.9051
MEM 106.148438 1510660833.0055
MEM 106.148438 1510660833.1106
MEM 106.148438 1510660833.2157
MEM 106.156250 1510660833.3171
MEM 106.156250 1510660833.4205
MEM 106.160156 1510660833.5256
MEM 106.160156 1510660833.6306
MEM 106.160156 1510660833.7323
MEM 106.167969 1510660833.8374
MEM 106.167969 1510660833.9379
MEM 106.167969 1510660834.0400
MEM 106.167969 1510660834.1433
MEM 106.167969 1510660834.2477
MEM 106.167969 1510660834.3488
MEM 106.167969 1510660834.4539
MEM 106.167969 1510660834.5590
MEM 106.167969 1510660834.6617
MEM 106.167969 1510660834.7651
MEM 106.167969 1510660834.8702
MEM 106.167969 1510660834.9753
MEM 106.167969 1510660835.0791
MEM 106.167969 1510660835.1842
MEM 106.167969 1510660835.2888
MEM 106.167969 1510660835.3932
MEM 106.167969 1510660835.4983
MEM 106.167969 1510660835.5991
MEM 106.167969 1510660835.7004
MEM 106.167969 1510660835.8032
MEM 106.167969 1510660835.9051
MEM 106.167969 1510660836.0070
MEM 106.167969 1510660836.1121
MEM 106.167969 1510660836.2129
MEM 106.167969 1510660836.3180
MEM 106.175781 1510660836.4225
MEM 106.175781 1510660836.5276
MEM 106.183594 1510660836.6328
MEM 106.183594 1510660836.7370
MEM 106.183594 1510660836.8399
MEM 106.183594 1510660836.9432
MEM 106.187500 1510660837.0483
MEM 106.187500 1510660837.1533
MEM 106.187500 1510660837.2570
MEM 106.187500 1510660837.3621
MEM 106.187500 1510660837.4671
MEM 106.187500 1510660837.5722
MEM 106.187500 1510660837.6724
MEM 106.187500 1510660837.7775
MEM 106.187500 1510660837.8826
MEM 106.187500 1510660837.9877
MEM 106.187500 1510660838.0928
MEM 106.187500 1510660838.1932
MEM 106.187500 1510660838.2970
MEM 106.187500 1510660838.4021
MEM 106.187500 1510660838.5072
MEM 106.187500 1510660838.6123
MEM 106.187500 1510660838.7169
MEM 106.187500 1510660838.8220
MEM 106.187500 1510660838.9270
MEM 106.187500 1510660839.0321
MEM 106.195312 1510660839.1340
MEM 106.195312 1510660839.2391
MEM 106.195312 1510660839.3431
MEM 106.203125 1510660839.4467
MEM 106.203125 1510660839.5490
MEM 106.203125 1510660839.6513
MEM 106.203125 1510660839.7540
MEM 106.203125 1510660839.8560
MEM 106.203125 1510660839.9594
MEM 106.203125 1510660840.0610
MEM 106.203125 1510660840.1637
MEM 106.207031 1510660840.2654
MEM 106.207031 1510660840.3665
MEM 106.207031 1510660840.4715
MEM 106.207031 1510660840.5717
MEM 106.207031 1510660840.6750
MEM 106.207031 1510660840.7787
MEM 106.207031 1510660840.8793
MEM 106.207031 1510660840.9816
MEM 106.207031 1510660841.0839
MEM 106.207031 1510660841.1883
MEM 106.207031 1510660841.2931
MEM 106.207031 1510660841.3970
MEM 106.207031 1510660841.5021
MEM 106.207031 1510660841.6072
MEM 106.207031 1510660841.7123
MEM 106.214844 1510660841.8165
MEM 106.214844 1510660841.9214
MEM 106.214844 1510660842.0265
MEM 106.222656 1510660842.1268
MEM 106.222656 1510660842.2301
MEM 106.222656 1510660842.3312
MEM 106.222656 1510660842.4363
MEM 106.222656 1510660842.5366
MEM 106.222656 1510660842.6402
MEM 106.222656 1510660842.7431
MEM 106.222656 1510660842.8483
MEM 106.222656 1510660842.9506
MEM 106.222656 1510660843.0558
MEM 106.222656 1510660843.1609
MEM 106.222656 1510660843.2648
MEM 106.222656 1510660843.3664
MEM 106.226562 1510660843.4714
MEM 106.226562 1510660843.5765
MEM 106.226562 1510660843.6767
MEM 106.226562 1510660843.7818
MEM 106.226562 1510660843.8869
MEM 106.226562 1510660843.9894
MEM 106.226562 1510660844.0930
MEM 106.226562 1510660844.1931
MEM 106.226562 1510660844.2982
MEM 106.226562 1510660844.4033
MEM 106.226562 1510660844.5084
MEM 106.226562 1510660844.6097
MEM 106.234375 1510660844.7148
MEM 106.234375 1510660844.8199
MEM 106.234375 1510660844.9222
MEM 106.242188 1510660845.0223
MEM 106.242188 1510660845.1274
MEM 106.242188 1510660845.2325
MEM 106.242188 1510660845.3326
MEM 106.242188 1510660845.4377
MEM 106.242188 1510660845.5428
MEM 106.242188 1510660845.6429
MEM 106.242188 1510660845.7480
MEM 106.242188 1510660845.8531
MEM 106.242188 1510660845.9582
MEM 106.242188 1510660846.0584
MEM 106.242188 1510660846.1634
MEM 106.242188 1510660846.2667
MEM 106.242188 1510660846.3696
MEM 106.242188 1510660846.4738
MEM 106.242188 1510660846.5789
MEM 106.246094 1510660846.6799
MEM 106.246094 1510660846.7850
MEM 106.246094 1510660846.8866
MEM 106.246094 1510660846.9869
MEM 106.246094 1510660847.0920
MEM 106.246094 1510660847.1929
MEM 106.246094 1510660847.2979
MEM 106.246094 1510660847.4030
MEM 106.246094 1510660847.5064
MEM 106.246094 1510660847.6115
MEM 106.246094 1510660847.7163
MEM 106.253906 1510660847.8214
MEM 106.253906 1510660847.9246
MEM 106.253906 1510660848.0297
MEM 106.261719 1510660848.1348
MEM 106.261719 1510660848.2399
MEM 106.261719 1510660848.3450
MEM 106.261719 1510660848.4501
MEM 106.261719 1510660848.5546
MEM 106.261719 1510660848.6569
MEM 106.261719 1510660848.7595
MEM 106.261719 1510660848.8601
MEM 106.261719 1510660848.9643
MEM 106.261719 1510660849.0694
MEM 106.261719 1510660849.1706
MEM 106.261719 1510660849.2712
MEM 106.261719 1510660849.3738
MEM 106.261719 1510660849.4766
MEM 106.261719 1510660849.5783
MEM 106.261719 1510660849.6804
MEM 106.265625 1510660849.7855
MEM 106.265625 1510660849.8856
MEM 106.265625 1510660849.9874
MEM 106.265625 1510660850.0925
MEM 106.265625 1510660850.1927
MEM 106.265625 1510660850.2949
MEM 106.265625 1510660850.3951
MEM 106.265625 1510660850.5002
MEM 106.265625 1510660850.6026
MEM 106.265625 1510660850.7039
MEM 106.265625 1510660850.8061
MEM 106.265625 1510660850.9065
MEM 106.265625 1510660851.0109
MEM 106.273438 1510660851.1160
MEM 106.273438 1510660851.2198
MEM 106.273438 1510660851.3231
MEM 106.273438 1510660851.4282
MEM 106.281250 1510660851.5333
MEM 106.281250 1510660851.6384
MEM 106.281250 1510660851.7427
MEM 106.281250 1510660851.8478
MEM 106.281250 1510660851.9491
MEM 106.281250 1510660852.0542
MEM 106.281250 1510660852.1592
MEM 106.281250 1510660852.2606
MEM 106.281250 1510660852.3631
MEM 106.281250 1510660852.4657
MEM 106.281250 1510660852.5695
MEM 106.281250 1510660852.6719
MEM 106.281250 1510660852.7770
MEM 106.281250 1510660852.8816
MEM 106.285156 1510660852.9867
MEM 106.285156 1510660853.0918
MEM 106.285156 1510660853.1926
MEM 106.285156 1510660853.2977
MEM 106.285156 1510660853.4028
MEM 106.285156 1510660853.5079
MEM 106.285156 1510660853.6130
MEM 106.285156 1510660853.7178
MEM 106.285156 1510660853.8227
MEM 106.285156 1510660853.9277
MEM 106.285156 1510660854.0326
MEM 106.285156 1510660854.1378
MEM 106.285156 1510660854.2426
MEM 106.285156 1510660854.3477
MEM 106.285156 1510660854.4506
MEM 106.292969 1510660854.5557
MEM 106.292969 1510660854.6564
MEM 106.300781 1510660854.7611
MEM 106.300781 1510660854.8661
MEM 106.300781 1510660854.9710
MEM 106.300781 1510660855.0727
MEM 106.300781 1510660855.1778
MEM 106.300781 1510660855.2829
MEM 106.300781 1510660855.3880
MEM 106.300781 1510660855.4923
MEM 106.300781 1510660855.5926
MEM 106.300781 1510660855.6966
MEM 106.300781 1510660855.7983
MEM 106.300781 1510660855.9034
MEM 106.300781 1510660856.0063
MEM 106.300781 1510660856.1091
MEM 106.304688 1510660856.2142
MEM 106.304688 1510660856.3160
MEM 106.304688 1510660856.4210
MEM 106.304688 1510660856.5261
MEM 106.304688 1510660856.6310
MEM 106.304688 1510660856.7326
MEM 106.304688 1510660856.8377
MEM 106.304688 1510660856.9425
MEM 106.304688 1510660857.0476
MEM 106.304688 1510660857.1507
MEM 106.304688 1510660857.2534
MEM 106.304688 1510660857.3585
MEM 106.304688 1510660857.4597
MEM 106.304688 1510660857.5643
MEM 106.304688 1510660857.6663
MEM 106.312500 1510660857.7700
MEM 106.320312 1510660857.8751
MEM 106.320312 1510660857.9802
MEM 106.320312 1510660858.0853
MEM 106.320312 1510660858.1861
MEM 106.320312 1510660858.2912
MEM 106.320312 1510660858.3925
MEM 106.320312 1510660858.4976
MEM 106.320312 1510660858.6027
MEM 106.320312 1510660858.7078
MEM 106.320312 1510660858.8125
MEM 106.320312 1510660858.9176
MEM 106.320312 1510660859.0191
MEM 106.320312 1510660859.1192
MEM 106.320312 1510660859.2194
MEM 106.324219 1510660859.3226
MEM 106.324219 1510660859.4277
MEM 106.324219 1510660859.5280
MEM 106.324219 1510660859.6296
MEM 106.324219 1510660859.7347
MEM 106.324219 1510660859.8398
MEM 106.324219 1510660859.9424
MEM 106.324219 1510660860.0444
MEM 106.324219 1510660860.1484
MEM 106.324219 1510660860.2535
MEM 106.324219 1510660860.3586
MEM 106.324219 1510660860.4625
MEM 106.324219 1510660860.5676
MEM 106.324219 1510660860.6727
MEM 106.324219 1510660860.7778
MEM 106.332031 1510660860.8829
MEM 106.339844 1510660860.9880
MEM 106.339844 1510660861.0924
MEM 106.339844 1510660861.1946
MEM 106.339844 1510660861.2963
MEM 106.339844 1510660861.3995
MEM 106.339844 1510660861.5046
MEM 106.339844 1510660861.6082
MEM 106.339844 1510660861.7124
MEM 106.339844 1510660861.8130
MEM 106.339844 1510660861.9181
MEM 106.339844 1510660862.0182
MEM 106.339844 1510660862.1224
MEM 106.339844 1510660862.2229
MEM 106.339844 1510660862.3280
MEM 106.339844 1510660862.4331
MEM 106.343750 1510660862.5382
MEM 106.343750 1510660862.6434
MEM 106.343750 1510660862.7462
MEM 106.343750 1510660862.8481
MEM 106.343750 1510660862.9509
MEM 106.343750 1510660863.0526
MEM 106.343750 1510660863.1527
MEM 106.343750 1510660863.2536
MEM 106.343750 1510660863.3587
MEM 106.343750 1510660863.4607
MEM 106.343750 1510660863.5658
MEM 106.343750 1510660863.6681
MEM 106.343750 1510660863.7732
MEM 106.343750 1510660863.8761
MEM 106.351562 1510660863.9793
MEM 106.351562 1510660864.0844
MEM 106.359375 1510660864.1894
MEM 106.359375 1510660864.2923
MEM 106.359375 1510660864.3924
MEM 106.359375 1510660864.4975
MEM 106.359375 1510660864.6026
MEM 106.359375 1510660864.7050
MEM 106.359375 1510660864.8061
MEM 106.359375 1510660864.9112
MEM 106.359375 1510660865.0139
MEM 106.359375 1510660865.1183
MEM 106.359375 1510660865.2189
MEM 106.359375 1510660865.3190
MEM 106.359375 1510660865.4242
MEM 106.359375 1510660865.5278
MEM 106.359375 1510660865.6329
MEM 106.363281 1510660865.7380
MEM 106.363281 1510660865.8431
MEM 106.363281 1510660865.9482
MEM 106.363281 1510660866.0533
MEM 106.363281 1510660866.1565
MEM 106.363281 1510660866.2594
MEM 106.363281 1510660866.3640
MEM 106.363281 1510660866.4643
MEM 106.363281 1510660866.5654
MEM 106.363281 1510660866.6697
MEM 106.363281 1510660866.7705
MEM 106.363281 1510660866.8728
MEM 106.363281 1510660866.9751
MEM 106.363281 1510660867.0761
MEM 106.363281 1510660867.1798
MEM 106.371094 1510660867.2818
MEM 106.378906 1510660867.3820
MEM 106.378906 1510660867.4868
MEM 106.378906 1510660867.5888
MEM 106.378906 1510660867.6939
MEM 106.378906 1510660867.7990
MEM 106.378906 1510660867.9041
MEM 106.378906 1510660868.0059
MEM 106.378906 1510660868.1093
MEM 106.378906 1510660868.2144
MEM 106.378906 1510660868.3193
MEM 106.378906 1510660868.4214
MEM 106.378906 1510660868.5260
MEM 106.378906 1510660868.6311
MEM 106.378906 1510660868.7362
MEM 106.378906 1510660868.8393
MEM 106.382812 1510660868.9421
MEM 106.382812 1510660869.0472
MEM 106.382812 1510660869.1497
MEM 106.382812 1510660869.2549
MEM 106.382812 1510660869.3596
MEM 106.382812 1510660869.4611
MEM 106.382812 1510660869.5629
MEM 106.382812 1510660869.6680
MEM 106.382812 1510660869.7716
MEM 106.382812 1510660869.8767
MEM 106.382812 1510660869.9818
MEM 106.382812 1510660870.0859
MEM 106.382812 1510660870.1877
MEM 106.382812 1510660870.2928
MEM 106.382812 1510660870.3979
MEM 106.390625 1510660870.5030
MEM 106.398438 1510660870.6081
MEM 106.398438 1510660870.7132
MEM 106.398438 1510660870.8183
MEM 106.398438 1510660870.9223
MEM 106.398438 1510660871.0247
MEM 106.398438 1510660871.1276
MEM 106.398438 1510660871.2327
MEM 106.398438 1510660871.3373
MEM 106.398438 1510660871.4420
MEM 106.398438 1510660871.5471
MEM 106.398438 1510660871.6492
MEM 106.398438 1510660871.7542
MEM 106.398438 1510660871.8544
MEM 106.398438 1510660871.9595
MEM 106.398438 1510660872.0631
MEM 106.402344 1510660872.1650
MEM 106.402344 1510660872.2689
MEM 106.402344 1510660872.3726
MEM 106.402344 1510660872.4728
MEM 106.402344 1510660872.5779
MEM 106.402344 1510660872.6825
MEM 106.402344 1510660872.7876
MEM 106.402344 1510660872.8920
MEM 106.402344 1510660872.9921
MEM 106.402344 1510660873.0958
MEM 106.402344 1510660873.1980
MEM 106.402344 1510660873.3031
MEM 106.402344 1510660873.4082
MEM 106.402344 1510660873.5133
MEM 106.402344 1510660873.6169
MEM 106.402344 1510660873.7205
MEM 106.402344 1510660873.8229
MEM 106.410156 1510660873.9280
MEM 106.417969 1510660874.0330
MEM 106.417969 1510660874.1360
MEM 106.417969 1510660874.2411
MEM 106.417969 1510660874.3420
MEM 106.417969 1510660874.4466
MEM 106.417969 1510660874.5472
MEM 106.417969 1510660874.6521
MEM 106.417969 1510660874.7538
MEM 106.417969 1510660874.8560
MEM 106.417969 1510660874.9580
MEM 106.417969 1510660875.0608
MEM 106.417969 1510660875.1625
MEM 106.417969 1510660875.2646
MEM 106.421875 1510660875.3659
MEM 106.421875 1510660875.4667
MEM 106.421875 1510660875.5677
